id,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
439, A1,2014,Manual,28061,Petrol,20,60.1,1.4
440, A1,2017,Manual,34554,Petrol,150,55.4,1.4
441, Q3,2014,Manual,62926,Diesel,160,49.6,2.0
442, Q8,2019,Semi-Auto,7022,Diesel,150,33.6,3.0
443, TT,2016,Manual,38908,Petrol,145,47.1,1.8
444, A3,2015,Manual,130000,Diesel,0,74.3,1.6
445, A1,2017,Manual,18988,Petrol,145,67.3,1.0
446, A1,2019,Semi-Auto,2246,Petrol,145,44.8,1.5
447, A3,2017,Manual,21113,Petrol,145,55.4,1.5
448, A3,2017,Manual,30579,Diesel,145,70.6,1.6
449, A5,2020,Semi-Auto,3590,Diesel,145,48.7,2.0
450, Q3,2019,Manual,3555,Diesel,145,42.8,2.0
451, A3,2017,Manual,19543,Petrol,30,58.9,1.4
452, A4,2019,Semi-Auto,3000,Petrol,145,38.7,2.0
453, A5,2018,Automatic,12195,Diesel,145,67.3,2.0
454, Q5,2019,Automatic,26,Petrol,145,32.1,2.0
455, A4,2016,Manual,79500,Diesel,20,70.6,2.0
456, Q3,2016,Semi-Auto,48175,Petrol,145,47.9,1.4
457, A5,2015,Semi-Auto,71253,Diesel,160,49.6,3.0
458, A5,2020,Semi-Auto,5000,Petrol,145,40.4,2.0
459, A5,2013,Semi-Auto,67000,Diesel,125,60.1,2.0
460, Q3,2016,Semi-Auto,28994,Diesel,160,50.4,2.0
461, Q3,2019,Semi-Auto,6100,Petrol,145,32.1,2.0
462, A1,2019,Manual,7629,Petrol,150,50.4,1.0
463, A6,2016,Semi-Auto,33931,Diesel,145,55.4,3.0
464, R8,2020,Semi-Auto,333,Petrol,145,21.4,5.2
465, Q2,2019,Manual,5426,Diesel,145,49.6,1.6
466, Q3,2017,Manual,21000,Diesel,150,57.7,2.0
467, A4,2019,Automatic,5432,Diesel,145,50.4,2.0
468, A1,2015,Manual,40365,Diesel,0,80.7,1.6
469, Q5,2013,Automatic,52822,Petrol,260,35.8,2.0
470, A1,2016,Semi-Auto,65375,Petrol,30,70.6,1.4
471, A3,2016,Semi-Auto,31513,Petrol,30,56.5,1.4
472, Q3,2019,Automatic,5282,Petrol,145,32.1,2.0
473, A6,2019,Semi-Auto,9330,Diesel,145,47.9,2.0
474, A3,2017,Manual,42105,Petrol,145,54.3,1.5
475, A1,2013,Manual,37060,Petrol,125,52.3,1.4
476, Q5,2014,Automatic,39358,Diesel,200,47.1,2.0
477, A3,2019,Semi-Auto,7454,Petrol,145,41.5,1.5
478, Q3,2017,Manual,47133,Petrol,125,51.4,1.4
479, Q5,2019,Semi-Auto,8000,Diesel,145,38.2,2.0
480, Q7,2016,Semi-Auto,34685,Diesel,200,47.9,3.0
481, Q5,2019,Semi-Auto,6500,Diesel,145,38.2,2.0
482, A5,2013,Automatic,78300,Diesel,145,53.3,2.0
483, A4,2016,Manual,36867,Diesel,20,68.9,2.0
484, A3,2015,Semi-Auto,27100,Petrol,20,60.1,1.4
485, A3,2016,Manual,53000,Petrol,200,40.4,2.0
486, Q5,2019,Automatic,11636,Diesel,150,38.2,2.0
487, Q3,2014,Automatic,53540,Diesel,205,47.9,2.0
488, A1,2015,Manual,23081,Petrol,0,67.3,1.0
489, SQ5,2014,Automatic,40000,Diesel,260,41.5,3.0
490, Q7,2016,Automatic,32000,Diesel,160,48.7,3.0
491, A6,2015,Semi-Auto,71030,Diesel,30,64.2,2.0
492, A1,2020,Semi-Auto,4000,Petrol,150,44.8,1.5
493, A1,2016,Manual,23000,Petrol,0,67.3,1.0
494, A3,2019,Automatic,4100,Diesel,145,52.3,1.6
495, A3,2019,Automatic,100,Diesel,145,52.3,1.6
496, Q5,2014,Semi-Auto,50500,Diesel,235,44.1,3.0
497, Q5,2020,Semi-Auto,7499,Diesel,145,32.5,3.0
498, A5,2018,Manual,11981,Diesel,145,65.7,2.0
499, Q5,2019,Automatic,1255,Diesel,145,32.5,3.0
500, Q5,2015,Semi-Auto,66959,Diesel,265,41.5,3.0
501, A5,2019,Semi-Auto,10654,Petrol,150,39.8,2.0
502, A1,2015,Manual,62632,Petrol,20,60.1,1.4
503, A5,2014,Manual,74074,Diesel,145,55.4,2.0
504, TT,2019,Semi-Auto,5003,Petrol,150,38.7,2.0
505, A4,2015,Automatic,104550,Diesel,145,56.5,2.0
506, A3,2017,Semi-Auto,28522,Diesel,30,61.4,2.0
507, Q3,2019,Automatic,3225,Petrol,145,30.7,2.0
508, TT,2016,Manual,20052,Petrol,160,46.3,2.0
509, Q5,2020,Automatic,3000,Diesel,145,38.2,2.0
510, A3,2015,Semi-Auto,24120,Diesel,20,70.6,1.6
511, A3,2018,Semi-Auto,8982,Petrol,145,56.5,1.5
512, Q5,2017,Semi-Auto,32821,Diesel,235,42.2,3.0
513, Q2,2019,Semi-Auto,17,Diesel,145,46.3,2.0
514, A7,2014,Automatic,47317,Diesel,145,54.3,3.0
515, A3,2016,Semi-Auto,47322,Diesel,30,61.4,2.0
516, A6,2018,Automatic,17703,Diesel,150,50.4,2.0
517, A5,2018,Semi-Auto,10147,Diesel,145,62.8,2.0
518, Q5,2014,Semi-Auto,46186,Diesel,265,41.5,3.0
519, Q5,2015,Automatic,33000,Diesel,200,47.1,2.0
520, A4,2019,Semi-Auto,8981,Diesel,145,44.8,2.0
521, A4,2016,Manual,30625,Diesel,30,67.3,2.0
522, A1,2015,Manual,32472,Petrol,30,55.4,1.4
523, Q5,2016,Semi-Auto,46843,Diesel,235,42.2,3.0
524, A5,2019,Semi-Auto,3256,Petrol,145,40.4,2.0
525, Q5,2019,Semi-Auto,8186,Petrol,145,32.1,2.0
526, Q2,2019,Semi-Auto,6033,Diesel,150,46.3,1.6
527, A6,2017,Manual,39234,Diesel,30,65.7,2.0
528, A1,2016,Automatic,29211,Diesel,0,76.3,1.6
529, A1,2017,Semi-Auto,18000,Petrol,145,70.6,1.4
530, A8,2016,Semi-Auto,25691,Diesel,200,47.9,3.0
531, A3,2018,Manual,14872,Petrol,145,48.7,1.0
532, Q5,2019,Automatic,4500,Diesel,145,38.2,2.0
533, Q3,2020,Semi-Auto,5000,Petrol,145,40.4,1.5
534, A3,2016,Semi-Auto,20202,Petrol,165,43.5,2.0
535, A4,2019,Semi-Auto,5800,Diesel,150,49.6,2.0
536, A1,2019,Automatic,4875,Petrol,145,40.9,2.0
537, A5,2019,Automatic,600,Petrol,145,39.8,2.0
538, Q2,2019,Manual,9250,Diesel,145,49.6,1.6
539, A1,2015,Manual,42157,Diesel,0,80.7,1.6
540, Q3,2015,Manual,46784,Diesel,145,52.3,2.0
541, A3,2016,Manual,31080,Petrol,30,57.6,1.4
542, A3,2013,Semi-Auto,24619,Petrol,205,42.8,1.8
543, Q5,2019,Automatic,11500,Diesel,145,56.5,2.0
544, Q3,2017,Manual,15454,Petrol,145,49.6,1.4
545, A4,2016,Manual,37488,Diesel,30,64.2,2.0
546, A3,2016,Manual,31226,Petrol,30,57.6,1.4
547, A1,2017,Manual,32596,Petrol,150,57.6,1.4
548, Q3,2020,Automatic,1500,Petrol,145,31.4,2.0
549, Q5,2019,Automatic,5492,Diesel,145,38.2,2.0
550, Q3,2017,Manual,20473,Diesel,145,57.7,2.0
551, A3,2009,Manual,120000,Diesel,145,53.3,2.0
552, SQ5,2018,Automatic,37000,Petrol,145,34.0,3.0
553, A4,2015,Manual,34214,Diesel,20,67.3,2.0
554, Q2,2019,Semi-Auto,4502,Diesel,145,44.8,2.0
555, Q5,2019,Automatic,6318,Diesel,145,38.2,2.0
556, Q5,2015,Semi-Auto,18188,Diesel,200,47.1,2.0
557, A6,2015,Semi-Auto,53584,Petrol,325,30.7,4.0
558, Q3,2018,Semi-Auto,25374,Petrol,145,48.7,1.4
559, A3,2016,Manual,18668,Petrol,125,49.6,2.0
560, A4,2019,Automatic,5324,Petrol,145,36.2,2.0
561, Q7,2019,Automatic,16000,Diesel,145,33.6,3.0
562, A1,2020,Semi-Auto,6000,Petrol,145,44.1,1.5
563, Q3,2019,Automatic,10,Petrol,145,38.2,1.5
564, A3,2017,Manual,26111,Petrol,30,60.1,1.4
565, Q2,2017,Manual,25777,Petrol,125,52.3,1.4
566, A8,2018,Semi-Auto,2905,Diesel,145,40.4,3.0
567, A3,2016,Manual,26500,Petrol,30,56.5,1.2
568, A1,2016,Automatic,33035,Diesel,0,74.3,1.6
569, Q7,2019,Automatic,9000,Diesel,145,48.7,3.0
570, Q7,2017,Automatic,38516,Diesel,300,39.2,4.0
571, A6,2017,Automatic,29095,Diesel,20,64.2,2.0
572, Q2,2017,Automatic,20508,Petrol,145,52.3,1.4
573, Q2,2017,Automatic,35554,Diesel,145,68.9,1.6
574, A4,2017,Automatic,11754,Petrol,145,51.4,1.4
575, Q2,2019,Manual,13,Diesel,145,49.6,1.6
576, A3,2017,Semi-Auto,28000,Petrol,145,43.5,2.0
577, Q3,2019,Manual,5662,Diesel,145,42.8,2.0
578, A4,2016,Manual,61224,Diesel,20,70.6,2.0
579, Q5,2016,Automatic,51756,Diesel,200,47.1,2.0
580, A4,2020,Automatic,2500,Diesel,145,50.4,2.0
581, Q7,2018,Semi-Auto,12603,Diesel,145,32.1,3.0
582, A4,2016,Manual,16666,Diesel,0,74.3,2.0
583, A1,2016,Manual,12730,Petrol,30,57.6,1.4
584, A1,2016,Manual,22750,Petrol,0,67.3,1.0
585, Q5,2018,Semi-Auto,13667,Petrol,145,40.4,2.0
586, A8,2018,Semi-Auto,6173,Diesel,145,40.4,3.0
587, A3,2017,Automatic,15083,Diesel,145,72.4,1.6
588, Q5,2014,Manual,16675,Diesel,200,47.9,2.0
589, Q2,2018,Automatic,9231,Petrol,145,52.3,1.4
590, RS6,2015,Automatic,28123,Petrol,555,28.8,4.0
591, A1,2016,Manual,44850,Petrol,30,55.4,1.4
592, A4,2019,Automatic,3215,Petrol,145,38.7,2.0
593, A3,2019,Automatic,16520,Petrol,150,41.5,1.5
594, Q3,2016,Semi-Auto,31959,Diesel,160,50.4,2.0
595, A3,2013,Manual,65000,Diesel,20,68.9,2.0
596, Q3,2019,Semi-Auto,4105,Diesel,145,48.7,2.0
597, A4,2018,Manual,18000,Petrol,150,52.3,1.4
598, Q3,2018,Semi-Auto,12000,Petrol,145,48.7,1.4
599, A6,2015,Automatic,62890,Diesel,125,61.4,2.0
600, Q3,2018,Automatic,25521,Diesel,145,53.3,2.0
601, Q3,2015,Semi-Auto,42004,Diesel,160,52.3,2.0
602, A3,2016,Manual,17104,Petrol,20,60.1,1.4
603, A1,2019,Manual,10,Petrol,145,49.6,1.0
604, Q3,2019,Semi-Auto,1500,Petrol,145,32.1,2.0
605, A3,2014,Semi-Auto,32126,Petrol,20,60.1,1.4
606, Q3,2019,Manual,8445,Diesel,145,42.8,2.0
607, Q3,2020,Manual,1000,Petrol,145,40.9,1.5
608, Q3,2016,Semi-Auto,41324,Diesel,160,50.4,2.0
609, Q8,2020,Semi-Auto,768,Diesel,145,32.8,3.0
610, A5,2015,Automatic,59886,Petrol,160,44.1,1.8
611, Q7,2018,Automatic,22393,Diesel,145,37.2,4.0
612, Q3,2019,Semi-Auto,2743,Petrol,145,32.1,2.0
613, Q3,2017,Automatic,11000,Petrol,145,42.2,2.0
614, RS3,2016,Semi-Auto,26930,Petrol,300,34.9,2.5
615, Q3,2017,Semi-Auto,17266,Petrol,145,47.9,1.4
616, A3,2019,Automatic,2500,Diesel,145,52.3,1.6
617, Q5,2018,Semi-Auto,13218,Petrol,145,40.4,2.0
618, A6,2016,Semi-Auto,28332,Diesel,160,50.4,3.0
619, A5,2014,Semi-Auto,48792,Diesel,125,58.9,2.0
620, TT,2011,Automatic,75309,Petrol,200,39.8,2.0
621, A3,2019,Manual,5000,Diesel,145,51.4,1.6
622, A5,2016,Manual,51089,Diesel,125,58.9,2.0
623, A3,2015,Manual,55522,Diesel,20,68.9,2.0
624, Q3,2018,Automatic,42209,Petrol,145,42.2,2.0
625, A4,2019,Semi-Auto,5000,Petrol,145,39.8,2.0
626, Q3,2019,Manual,1773,Petrol,145,39.8,1.5
627, Q7,2019,Automatic,13178,Diesel,145,32.8,3.0
628, A1,2019,Automatic,4877,Petrol,145,40.9,2.0
629, Q3,2013,Manual,61278,Diesel,145,54.3,2.0
630, A4,2018,Semi-Auto,16473,Petrol,145,49.6,1.4
631, A6,2018,Semi-Auto,8602,Diesel,145,50.4,2.0
632, A8,2020,Semi-Auto,1100,Diesel,145,40.4,3.0
633, Q3,2019,Semi-Auto,13456,Petrol,145,39.2,1.5
634, A4,2016,Manual,35916,Diesel,20,68.9,2.0
635, A4,2019,Automatic,4426,Diesel,145,50.4,2.0
636, A3,2016,Manual,82785,Diesel,20,67.3,2.0
637, A6,2019,Semi-Auto,5397,Diesel,145,50.4,2.0
638, Q2,2019,Manual,1366,Petrol,145,43.5,1.5
639, TT,2017,Manual,35000,Diesel,145,62.8,2.0
640, A4,2019,Automatic,2750,Diesel,145,48.7,2.0
641, A3,2017,Semi-Auto,35000,Petrol,30,56.5,1.4
642, A3,2019,Semi-Auto,13450,Petrol,145,42.2,1.5
643, Q3,2017,Semi-Auto,21871,Petrol,145,47.9,1.4
644, A5,2019,Semi-Auto,3743,Petrol,145,39.8,2.0
645, Q3,2017,Manual,14068,Diesel,145,54.3,2.0
646, Q3,2016,Manual,19122,Diesel,145,52.3,2.0
647, A4,2012,Automatic,87000,Petrol,145,47.1,2.0
648, A4,2019,Automatic,4000,Diesel,145,47.9,2.0
649, A6,2015,Semi-Auto,46482,Diesel,200,44.8,3.0
650, A3,2019,Automatic,21274,Petrol,145,40.4,2.0
651, Q7,2018,Automatic,6591,Diesel,145,33.2,3.0
652, Q2,2020,Automatic,101,Petrol,145,42.2,1.5
653, A6,2016,Manual,72967,Diesel,30,61.4,2.0
654, Q3,2019,Manual,4995,Petrol,145,39.8,1.5
655, A7,2017,Semi-Auto,24337,Diesel,150,55.4,3.0
656, Q2,2019,Automatic,5859,Diesel,145,47.9,1.6
657, Q3,2018,Semi-Auto,29500,Petrol,150,47.9,1.4
658, A4,2017,Semi-Auto,25145,Petrol,145,52.3,2.0
659, A1,2017,Manual,15144,Petrol,0,67.3,1.0
660, Q2,2018,Semi-Auto,5485,Diesel,145,58.9,2.0
661, Q2,2019,Semi-Auto,8396,Diesel,145,47.9,1.6
662, Q5,2018,Semi-Auto,23657,Petrol,145,40.4,2.0
663, A1,2016,Manual,31583,Diesel,0,76.3,1.6
664, Q2,2017,Semi-Auto,41193,Petrol,145,54.3,1.4
665, A1,2016,Manual,19865,Diesel,0,76.3,1.6
666, A5,2018,Semi-Auto,15000,Petrol,150,50.4,2.0
667, A3,2017,Manual,7251,Petrol,30,60.1,1.4
668, A3,2016,Manual,23711,Petrol,30,57.6,1.4
669, A1,2017,Semi-Auto,31011,Petrol,145,57.6,1.4
670, A3,2016,Automatic,12396,Petrol,30,58.9,1.4
671, Q2,2018,Manual,20313,Petrol,145,47.1,1.0
672, A1,2017,Manual,24427,Petrol,145,55.4,1.4
673, A7,2016,Automatic,55500,Petrol,325,29.7,4.0
674, A7,2015,Semi-Auto,44230,Diesel,160,52.3,3.0
675, Q5,2016,Semi-Auto,42000,Diesel,240,42.8,3.0
676, Q5,2016,Automatic,33785,Diesel,200,47.1,2.0
677, A4,2018,Manual,17288,Petrol,145,52.3,1.4
678, A1,2017,Manual,30945,Petrol,0,67.3,1.0
679, Q3,2017,Semi-Auto,18008,Petrol,150,42.2,2.0
680, Q3,2017,Automatic,31000,Petrol,145,47.9,1.4
681, A1,2016,Manual,21700,Petrol,0,67.3,1.0
682, A3,2015,Manual,56726,Diesel,20,68.9,2.0
683, Q2,2019,Manual,5624,Petrol,145,43.5,1.5
684, Q2,2018,Manual,17728,Petrol,150,52.3,1.4
685, A1,2018,Manual,11799,Petrol,150,47.9,1.0
686, A5,2014,Automatic,47600,Diesel,145,56.5,2.0
687, A4,2014,Manual,31376,Diesel,125,58.9,2.0
688, Q2,2017,Automatic,23000,Petrol,125,52.3,1.4
689, A4,2019,Automatic,1996,Petrol,145,39.2,2.0
690, A4,2015,Automatic,113420,Diesel,205,47.1,2.0
691, A3,2019,Semi-Auto,11558,Diesel,145,52.3,1.6
692, Q3,2019,Manual,107,Diesel,145,42.8,2.0
693, A4,2016,Manual,44328,Diesel,20,70.6,2.0
694, A1,2019,Automatic,2555,Petrol,145,44.1,1.0
695, Q3,2016,Semi-Auto,45128,Diesel,160,50.4,2.0
696, Q7,2019,Automatic,6063,Diesel,145,32.8,3.0
697, RS5,2018,Automatic,13121,Petrol,145,32.5,2.9
698, A4,2014,Manual,67054,Diesel,30,61.4,2.0
699, Q7,2019,Automatic,1000,Diesel,145,32.8,3.0
700, A3,2017,Manual,11800,Diesel,145,70.6,2.0
701, A3,2016,Manual,30000,Diesel,20,67.3,2.0
702, A3,2015,Manual,101300,Diesel,20,68.9,2.0
703, A3,2018,Automatic,13710,Petrol,145,42.2,1.5
704, A6,2019,Automatic,6000,Diesel,145,35.8,3.0
705, Q5,2017,Semi-Auto,18495,Diesel,145,56.5,2.0
706, A4,2019,Automatic,14875,Petrol,145,38.2,2.0
707, A3,2017,Manual,27385,Diesel,0,74.3,1.6
708, Q2,2018,Manual,16414,Petrol,145,50.4,1.4
709, A4,2017,Manual,18761,Petrol,145,51.4,1.4
710, TT,2016,Manual,37730,Petrol,150,47.1,1.8
711, Q5,2017,Automatic,29311,Petrol,145,40.4,2.0
712, A3,2019,Manual,6000,Petrol,145,43.5,1.5
713, Q3,2015,Semi-Auto,52625,Diesel,160,52.3,2.0
714, Q3,2019,Automatic,4590,Petrol,145,31.4,2.0
715, A3,2016,Manual,38938,Diesel,30,68.9,1.6
716, TT,2019,Automatic,14311,Petrol,145,34.0,2.0
717, A5,2020,Semi-Auto,2000,Petrol,145,39.2,2.0
718, A4,2017,Manual,10001,Petrol,145,51.4,1.4
719, Q3,2017,Semi-Auto,23950,Diesel,145,56.5,2.0
720, A4,2019,Automatic,2250,Diesel,145,50.4,2.0
721, A3,2016,Semi-Auto,21246,Petrol,30,56.5,1.4
722, A4,2018,Manual,15207,Petrol,145,51.4,1.4
723, A3,2017,Manual,42753,Petrol,20,62.8,1.0
724, Q3,2019,Manual,3000,Diesel,145,42.8,2.0
725, Q2,2019,Manual,3000,Diesel,145,49.6,1.6
726, A3,2016,Manual,25244,Petrol,20,60.1,1.0
727, A1,2016,Manual,32867,Petrol,0,67.3,1.0
728, Q3,2019,Semi-Auto,1500,Petrol,145,31.4,2.0
729, A3,2019,Semi-Auto,6500,Petrol,145,36.7,2.0
730, A5,2019,Automatic,10897,Diesel,145,47.9,2.0
731, A1,2016,Manual,35685,Petrol,0,67.3,1.0
732, A5,2010,Manual,120000,Diesel,165,49.6,2.0
733, A4,2019,Automatic,9643,Diesel,145,40.4,3.0
734, Q3,2015,Semi-Auto,57800,Diesel,145,54.3,2.0
735, Q7,2018,Automatic,48700,Diesel,150,32.8,3.0
736, A3,2016,Manual,20638,Petrol,125,49.6,2.0
737, Q2,2017,Manual,12889,Petrol,145,50.4,1.4
738, A1,2016,Automatic,35500,Petrol,30,56.5,1.4
739, A1,2019,Manual,6000,Petrol,145,47.9,1.0
740, A1,2017,Manual,24015,Petrol,30,58.9,1.4
741, Q5,2019,Automatic,8744,Diesel,145,39.2,2.0
742, A4,2016,Manual,85793,Diesel,30,67.3,2.0
743, A3,2013,Manual,53566,Diesel,20,67.3,2.0
744, A3,2016,Semi-Auto,22855,Diesel,125,57.6,2.0
745, A5,2017,Semi-Auto,25207,Diesel,145,70.6,2.0
746, Q5,2016,Semi-Auto,37129,Diesel,235,42.2,3.0
747, TT,2015,Manual,26145,Petrol,160,46.3,2.0
748, Q2,2018,Semi-Auto,18258,Petrol,150,52.3,1.4
749, A3,2015,Manual,37238,Diesel,0,74.3,1.6
750, A4,2019,Manual,5986,Petrol,145,38.2,2.0
751, Q3,2016,Semi-Auto,29777,Petrol,145,47.9,1.4
752, A3,2019,Manual,5704,Petrol,145,49.6,1.0
753, A4,2017,Manual,50598,Petrol,125,53.3,1.4
754, A3,2015,Semi-Auto,49748,Petrol,200,39.8,2.0
755, TT,2019,Semi-Auto,1983,Petrol,150,34.0,2.0
756, A7,2017,Semi-Auto,38519,Diesel,145,52.3,3.0
757, A6,2018,Semi-Auto,11800,Petrol,150,40.9,2.0
758, A4,2016,Manual,35750,Diesel,20,72.4,2.0
759, Q5,2019,Automatic,18,Diesel,145,39.2,2.0
760, A6,2019,Semi-Auto,27,Diesel,145,50.4,2.0
761, Q5,2017,Semi-Auto,17506,Petrol,145,40.4,2.0
762, A4,2016,Manual,42214,Petrol,125,53.3,1.4
763, Q5,2019,Semi-Auto,2852,Diesel,150,38.2,2.0
764, Q2,2019,Semi-Auto,6000,Petrol,145,42.2,1.5
765, A4,2017,Manual,18737,Petrol,145,51.4,1.4
766, A3,2009,Manual,63241,Petrol,200,41.5,1.6
767, A1,2016,Manual,44898,Petrol,30,56.5,1.4
768, A5,2017,Automatic,29885,Petrol,145,55.4,2.0
769, Q3,2019,Automatic,4000,Diesel,145,47.1,2.0
770, A3,2019,Semi-Auto,5432,Petrol,145,44.1,1.5
771, A4,2019,Automatic,7600,Diesel,145,44.8,2.0
772, Q2,2019,Manual,7800,Diesel,145,49.6,1.6
773, A4,2016,Automatic,37290,Diesel,0,72.4,2.0
774, A3,2017,Manual,24655,Diesel,145,68.9,1.6
775, Q3,2017,Semi-Auto,20969,Petrol,145,40.4,2.0
776, A3,2019,Manual,7080,Petrol,145,42.2,1.5
777, A6,2016,Semi-Auto,14987,Diesel,30,58.9,2.0
778, A1,2015,Semi-Auto,47887,Petrol,30,56.5,1.4
779, A4,2019,Semi-Auto,8900,Diesel,145,50.4,2.0
780, Q7,2019,Semi-Auto,2249,Diesel,145,33.6,3.0
781, RS5,2019,Semi-Auto,4500,Petrol,145,30.1,2.9
782, Q5,2016,Semi-Auto,17228,Diesel,200,47.1,2.0
783, A4,2015,Manual,38573,Diesel,125,57.6,2.0
784, A8,2018,Semi-Auto,11341,Diesel,145,48.7,3.0
785, A1,2016,Manual,47776,Diesel,0,76.3,1.6
786, A3,2018,Semi-Auto,11500,Petrol,145,56.5,1.5
787, Q5,2016,Automatic,41000,Diesel,200,47.1,2.0
788, Q2,2017,Semi-Auto,54305,Petrol,30,54.3,1.4
789, Q7,2019,Semi-Auto,4750,Diesel,145,32.8,3.0
790, A4,2017,Manual,26455,Diesel,30,67.3,2.0
791, Q3,2015,Manual,30224,Diesel,125,60.1,2.0
792, A3,2016,Manual,57097,Diesel,0,83.1,1.6
793, Q3,2017,Manual,3491,Petrol,145,49.6,1.4
794, A6,2017,Automatic,32276,Diesel,145,61.4,2.0
795, A4,2012,Manual,88000,Diesel,30,62.8,2.0
796, A6,2019,Semi-Auto,7461,Diesel,150,37.7,3.0
797, Q2,2017,Semi-Auto,40283,Diesel,145,58.9,2.0
798, Q3,2017,Semi-Auto,20500,Petrol,150,47.9,1.4
799, A3,2019,Manual,1500,Diesel,145,52.3,1.6
800, A1,2018,Semi-Auto,11000,Petrol,150,58.9,1.4
801, A3,2015,Manual,112380,Diesel,0,74.3,1.6
802, A4,2019,Manual,6001,Petrol,145,38.7,2.0
803, Q2,2020,Semi-Auto,5445,Petrol,150,42.2,1.5
804, Q3,2017,Semi-Auto,25667,Petrol,145,40.4,2.0
805, A1,2019,Semi-Auto,2568,Petrol,145,44.8,1.5
806, Q2,2019,Manual,723,Diesel,145,49.6,1.6
807, Q3,2020,Semi-Auto,1401,Diesel,145,48.7,2.0
808, A3,2019,Semi-Auto,2480,Petrol,145,34.9,2.0
809, Q5,2019,Automatic,6000,Diesel,145,38.2,2.0
810, Q5,2018,Semi-Auto,7566,Petrol,145,34.0,3.0
811, A1,2017,Manual,32500,Petrol,150,67.3,1.0
812, A4,2019,Automatic,4500,Diesel,145,50.4,2.0
813, A6,2015,Manual,34646,Diesel,30,61.4,2.0
814, A5,2017,Manual,26369,Diesel,145,68.9,2.0
815, Q3,2019,Semi-Auto,5450,Diesel,145,47.1,2.0
816, A1,2017,Manual,12181,Petrol,145,67.3,1.0
817, Q5,2009,Automatic,66500,Petrol,300,33.2,2.0
818, Q5,2016,Semi-Auto,39443,Diesel,200,47.1,2.0
819, A4,2018,Semi-Auto,13907,Petrol,145,49.6,1.4
820, A1,2016,Manual,29702,Petrol,0,67.3,1.0
821, A3,2016,Semi-Auto,32200,Diesel,30,61.4,2.0
822, A3,2016,Automatic,17008,Petrol,200,40.9,2.0
823, A5,2016,Automatic,40001,Diesel,160,50.4,2.0
824, A3,2015,Automatic,74369,Diesel,30,62.8,2.0
825, A6,2019,Semi-Auto,3411,Diesel,145,47.9,2.0
826, Q2,2017,Manual,27078,Petrol,125,50.4,1.4
827, A4,2019,Manual,5800,Petrol,145,39.2,2.0
828, Q5,2013,Semi-Auto,49600,Diesel,260,41.5,3.0
829, A3,2014,Manual,32379,Diesel,0,74.3,1.6
830, Q7,2019,Automatic,2805,Diesel,150,33.2,3.0
831, A6,2019,Semi-Auto,5432,Petrol,150,34.0,2.0
832, TT,2015,Manual,60362,Diesel,30,62.8,2.0
833, A4,2017,Automatic,17920,Diesel,145,67.3,2.0
834, A5,2017,Automatic,29666,Diesel,30,65.7,2.0
835, A4,2016,Manual,40164,Diesel,30,67.3,2.0
836, A5,2019,Automatic,1010,Petrol,145,39.8,2.0
837, A3,2019,Manual,7188,Diesel,145,51.4,1.6
838, A4,2020,Automatic,4521,Diesel,145,50.4,2.0
839, Q3,2019,Manual,4551,Petrol,150,40.9,1.5
840, A4,2018,Automatic,19450,Petrol,150,50.4,1.4
841, TT,2009,Manual,77000,Petrol,300,36.2,2.0
842, A3,2016,Manual,40050,Diesel,20,68.9,1.6
843, A1,2017,Manual,15351,Petrol,30,57.6,1.4
844, Q3,2015,Manual,19379,Petrol,145,49.6,1.4
845, Q5,2016,Automatic,37652,Diesel,200,47.1,2.0
846, A5,2013,Manual,80931,Diesel,30,64.2,2.0
847, A3,2017,Automatic,15336,Petrol,150,43.5,2.0
848, A4,2019,Automatic,6000,Petrol,145,40.9,2.0
849, Q3,2016,Semi-Auto,25111,Diesel,145,51.4,2.0
850, A3,2017,Manual,29545,Diesel,145,65.7,2.0
851, A3,2019,Manual,7000,Diesel,145,51.4,1.6
852, TT,2017,Manual,37520,Petrol,150,47.1,1.8
853, Q7,2016,Semi-Auto,36816,Diesel,160,48.7,3.0
854, Q2,2017,Semi-Auto,33679,Diesel,145,57.7,2.0
855, A6,2017,Automatic,47990,Diesel,145,67.3,2.0
856, Q3,2019,Semi-Auto,14000,Diesel,145,47.1,2.0
857, A3,2015,Manual,104460,Diesel,0,83.1,1.6
858, A3,2018,Semi-Auto,15696,Petrol,145,42.2,1.5
859, Q5,2017,Semi-Auto,67223,Diesel,240,42.8,3.0
860, A5,2017,Semi-Auto,31201,Diesel,145,62.8,2.0
861, Q5,2016,Manual,34189,Diesel,200,47.9,2.0
862, Q8,2019,Automatic,9002,Diesel,145,33.6,3.0
863, Q3,2014,Semi-Auto,55680,Diesel,200,47.9,2.0
864, A4,2015,Manual,69134,Diesel,20,67.3,2.0
865, A3,2019,Automatic,15961,Petrol,145,41.5,1.5
866, RS4,2018,Automatic,23996,Petrol,145,32.1,2.9
867, A3,2018,Manual,13950,Petrol,145,54.3,1.5
868, A5,2019,Automatic,8909,Diesel,145,44.8,2.0
869, Q3,2019,Automatic,1000,Petrol,145,32.1,2.0
870, A5,2019,Automatic,9357,Petrol,145,40.4,2.0
871, Q3,2018,Semi-Auto,18500,Petrol,145,45.6,1.4
872, A4,2020,Semi-Auto,609,Petrol,145,40.9,2.0
873, A3,2016,Semi-Auto,27730,Diesel,30,62.8,2.0
