Gender,Education,Occupation Type,Residence Type,Experience Using Metaverse,Age,Annual Salary,Preferred Metaverse Type
female,Middle school graduate,Broadcasting industry,Multiple home,no,16,44389,0
other,Elementary school graduate,Fishing industry,Apartment,yes,86,43535,2
other,Doctorate,Forestry,Apartment,no,72,465508,2
male,Doctorate,Service industry,Multi-family home,no,86,261093,1
other,Bachelor's degree,Mining,Multiple home,no,32,131049,3
male,Bachelor's degree,Retail industry,Officetel,no,28,77350,2
male,Middle school graduate,Fishing industry,Townhouse,no,10,443042,1
male,Master's degree,Finance industry,Apartment,no,75,31695,2
male,Bachelor's degree,Wholesale industry,Multiple home,yes,8,416261,3
female,Elementary school graduate,Fishing industry,Multi-family home,yes,28,249347,0
other,Master's degree,Fishing industry,Multiple home,yes,53,129813,2
female,Bachelor's degree,Fishing industry,Single-family home,no,96,44533,3
male,Middle school graduate,Repair industry,Single-family home,no,19,56769,0
male,Master's degree,Finance industry,Apartment,no,81,223757,0
other,High school graduate,Water industry,Officetel,no,57,390097,2
other,Doctorate,Water industry,Single-family home,yes,85,366188,3
male,Elementary school graduate,Repair industry,Apartment,no,93,36785,0
female,Doctorate,Service industry,Officetel,no,36,116996,1
male,Elementary school graduate,Construction industry,Multiple home,no,86,317848,2
female,Bachelor's degree,Manufacturing industry,Officetel,no,79,185912,2
other,High school graduate,Water industry,Multiple home,yes,79,374849,1
male,Elementary school graduate,Mining,Multi-family home,yes,48,412087,0
female,Middle school graduate,Fishing industry,Multiple home,no,75,135912,3
other,Middle school graduate,Wholesale industry,Townhouse,yes,88,257557,1
other,Elementary school graduate,Forestry,Officetel,yes,71,482422,3
male,Middle school graduate,Mining,Multi-family home,yes,48,403546,1
female,Elementary school graduate,Maintenance industry,Apartment,yes,37,237502,1
female,Bachelor's degree,Broadcasting industry,Apartment,yes,2,349877,2
male,Elementary school graduate,Distribution industry,Single-family home,no,87,398182,0
other,Bachelor's degree,Distribution industry,Single-family home,no,71,201488,3
female,Master's degree,Forestry,Multi-family home,no,92,286738,1
other,Bachelor's degree,Gas industry,Officetel,no,61,253638,2
other,High school graduate,Service industry,Single-family home,yes,22,280405,0
female,Bachelor's degree,Insurance industry,Single-family home,yes,12,452353,1
female,Master's degree,Gas industry,Multi-family home,no,19,441955,3
other,Master's degree,Mining,Townhouse,no,31,27207,2
other,Doctorate,Manufacturing industry,Officetel,yes,82,461229,2
other,Elementary school graduate,Electric power industry,Apartment,no,50,123964,0
other,High school graduate,Distribution industry,Multi-family home,no,16,104812,2
female,Middle school graduate,Insurance industry,Officetel,no,56,436840,2
other,Master's degree,Gas industry,Single-family home,yes,74,159033,1
other,Bachelor's degree,Electric power industry,Apartment,yes,65,98720,0
male,Doctorate,Electric power industry,Multi-family home,yes,70,193877,0
male,Doctorate,Construction industry,Multi-family home,no,28,492604,2
male,Middle school graduate,Broadcasting industry,Multiple home,yes,69,201185,3
female,Bachelor's degree,Distribution industry,Officetel,no,83,484780,0
other,Middle school graduate,Construction industry,Townhouse,yes,50,264737,0
female,Middle school graduate,Distribution industry,Multi-family home,yes,46,188019,0
male,Middle school graduate,Fishing industry,Apartment,no,18,76654,0
female,Doctorate,Fishing industry,Townhouse,yes,36,54457,1
other,Doctorate,Maintenance industry,Officetel,no,69,371800,2
male,Bachelor's degree,Forestry,Multi-family home,yes,69,160464,3
female,High school graduate,Retail industry,Single-family home,yes,97,405418,0
female,Doctorate,Gas industry,Officetel,yes,15,500555,2
other,Doctorate,Construction industry,Single-family home,no,50,485436,1
female,Elementary school graduate,Distribution industry,Multi-family home,yes,86,106267,0
female,Middle school graduate,Forestry,Townhouse,no,57,344321,0
male,Bachelor's degree,Agriculture,Officetel,yes,16,456330,0
female,Middle school graduate,Manufacturing industry,Apartment,yes,80,165307,3
male,Elementary school graduate,Service industry,Townhouse,no,62,175648,1
male,Master's degree,Finance industry,Apartment,no,75,31695,2
other,Doctorate,Construction industry,Single-family home,no,50,485436,1
female,Bachelor's degree,Fishing industry,Apartment,no,77,36230,1
other,Middle school graduate,Insurance industry,Officetel,no,71,132149,1
other,Master's degree,Maintenance industry,Townhouse,yes,87,13705,2
male,High school graduate,Construction industry,Officetel,no,10,206273,1
female,Bachelor's degree,Electric power industry,Townhouse,no,38,472211,1
female,Bachelor's degree,Forestry,Single-family home,yes,16,341167,2
male,High school graduate,Service industry,Apartment,yes,94,161885,0
other,Master's degree,Fishing industry,Multi-family home,no,75,227413,2
other,Middle school graduate,Mining,Officetel,no,55,290401,3
female,Master's degree,Insurance industry,Officetel,yes,33,412532,0
male,High school graduate,Manufacturing industry,Single-family home,no,24,416454,2
other,Master's degree,Finance industry,Multiple home,no,11,77936,2
female,Bachelor's degree,Agriculture,Multiple home,no,94,194462,2
male,Doctorate,Wholesale industry,Single-family home,no,82,200994,2
other,Elementary school graduate,Distribution industry,Single-family home,no,52,435132,1
female,Elementary school graduate,Manufacturing industry,Townhouse,yes,53,12581,1
male,Doctorate,Fishing industry,Apartment,no,21,78084,1
other,High school graduate,Fishing industry,Multi-family home,no,99,461356,0
male,Elementary school graduate,Forestry,Multi-family home,yes,79,460765,1
other,Bachelor's degree,Service industry,Officetel,no,47,274003,0
other,Elementary school graduate,Service industry,Multi-family home,yes,85,337092,1
female,High school graduate,Retail industry,Multi-family home,no,79,46655,3
female,Elementary school graduate,Repair industry,Multi-family home,no,23,43842,3
female,High school graduate,Mining,Multi-family home,yes,19,359660,3
female,Master's degree,Mining,Multiple home,yes,26,172331,1
female,Bachelor's degree,Agriculture,Officetel,no,6,170342,0
female,Elementary school graduate,Insurance industry,Single-family home,no,55,12599,1
male,Middle school graduate,Maintenance industry,Multi-family home,yes,24,260831,3
female,Doctorate,Fishing industry,Townhouse,yes,36,54457,1
male,Middle school graduate,Service industry,Single-family home,no,65,326027,2
other,Bachelor's degree,Gas industry,Officetel,no,61,253638,2
male,Doctorate,Construction industry,Multi-family home,no,28,492604,2
male,High school graduate,Retail industry,Apartment,yes,6,219057,3
male,High school graduate,Insurance industry,Multiple home,no,77,176160,2
male,Doctorate,Wholesale industry,Officetel,no,66,129519,1
other,Middle school graduate,Water industry,Multi-family home,yes,2,399881,0
other,Doctorate,Forestry,Officetel,yes,89,151978,0
female,High school graduate,Water industry,Multi-family home,no,66,84887,2
female,Elementary school graduate,Repair industry,Multi-family home,no,23,43842,3
other,Master's degree,Water industry,Multiple home,no,2,343153,0
female,Elementary school graduate,Retail industry,Multiple home,yes,82,320529,2
female,Bachelor's degree,Broadcasting industry,Apartment,yes,2,349877,2
other,Elementary school graduate,Service industry,Townhouse,no,64,460907,0
male,Bachelor's degree,Fishing industry,Single-family home,no,83,298959,1
other,Elementary school graduate,Gas industry,Single-family home,no,3,291291,0
female,Bachelor's degree,Insurance industry,Single-family home,yes,12,452353,1
male,Master's degree,Agriculture,Apartment,yes,84,214036,2
male,Doctorate,Agriculture,Single-family home,no,12,432034,2
male,Middle school graduate,Retail industry,Multiple home,no,65,369787,1
male,Master's degree,Mining,Apartment,yes,90,92859,1
female,Elementary school graduate,Maintenance industry,Apartment,yes,37,237502,1
other,Middle school graduate,Gas industry,Multiple home,no,88,154437,2
other,Elementary school graduate,Service industry,Multi-family home,no,3,337886,0
female,Bachelor's degree,Electric power industry,Officetel,yes,12,405558,0
male,Master's degree,Distribution industry,Multiple home,no,36,185535,3
other,Middle school graduate,Fishing industry,Apartment,yes,23,240216,1
female,Doctorate,Service industry,Officetel,no,36,116996,1
female,Master's degree,Manufacturing industry,Multiple home,no,26,207007,2
female,High school graduate,Fishing industry,Apartment,no,15,113280,1
female,Middle school graduate,Broadcasting industry,Multiple home,yes,53,40744,1
female,High school graduate,Retail industry,Single-family home,yes,97,405418,0
other,Doctorate,Forestry,Officetel,yes,89,151978,0
female,Doctorate,Maintenance industry,Apartment,no,72,262935,3
male,Doctorate,Agriculture,Single-family home,no,12,432034,2
other,Doctorate,Forestry,Officetel,yes,89,151978,0
female,Master's degree,Repair industry,Multiple home,no,9,259078,2
other,Bachelor's degree,Repair industry,Multiple home,yes,3,124897,2
male,High school graduate,Service industry,Apartment,yes,40,449420,3
other,Middle school graduate,Distribution industry,Single-family home,yes,85,475196,3
other,Bachelor's degree,Service industry,Townhouse,yes,93,437881,2
female,Doctorate,Fishing industry,Single-family home,yes,24,276322,0
other,Middle school graduate,Electric power industry,Officetel,no,87,246426,0
other,Elementary school graduate,Repair industry,Townhouse,yes,66,464076,3
male,Bachelor's degree,Insurance industry,Single-family home,yes,47,263779,3
male,Master's degree,Maintenance industry,Multi-family home,no,88,229228,3
female,Bachelor's degree,Broadcasting industry,Apartment,yes,2,349877,2
male,High school graduate,Electric power industry,Single-family home,no,56,137744,0
female,Master's degree,Fishing industry,Single-family home,yes,2,58014,3
other,Middle school graduate,Water industry,Multiple home,no,33,171833,3
other,Bachelor's degree,Fishing industry,Apartment,yes,22,24023,3
female,High school graduate,Agriculture,Officetel,yes,90,204073,0
female,High school graduate,Service industry,Multi-family home,yes,18,169959,3
male,High school graduate,Repair industry,Single-family home,no,12,384137,3
other,Bachelor's degree,Gas industry,Officetel,no,61,253638,2
other,Bachelor's degree,Retail industry,Officetel,yes,89,248922,1
male,Bachelor's degree,Electric power industry,Multi-family home,no,31,354610,0
female,Elementary school graduate,Retail industry,Apartment,yes,36,369617,2
male,Master's degree,Maintenance industry,Townhouse,yes,91,402759,0
female,Bachelor's degree,Distribution industry,Single-family home,no,89,213789,1
male,Master's degree,Forestry,Officetel,no,25,173201,1
male,Doctorate,Repair industry,Townhouse,no,47,47600,2
other,Bachelor's degree,Distribution industry,Single-family home,no,91,215465,0
other,Bachelor's degree,Maintenance industry,Apartment,no,68,127306,1
female,Middle school graduate,Construction industry,Townhouse,yes,50,438058,2
male,Bachelor's degree,Agriculture,Officetel,no,89,93297,1
other,Doctorate,Forestry,Apartment,no,72,465508,2
male,High school graduate,Manufacturing industry,Officetel,yes,84,257543,0
female,Elementary school graduate,Wholesale industry,Apartment,no,76,144766,1
other,Master's degree,Broadcasting industry,Officetel,yes,75,433082,3
other,Elementary school graduate,Distribution industry,Officetel,no,86,366310,0
female,Bachelor's degree,Finance industry,Multi-family home,yes,96,299377,3
male,Middle school graduate,Broadcasting industry,Multiple home,yes,69,201185,3
other,Doctorate,Manufacturing industry,Apartment,no,16,71572,1
male,Doctorate,Forestry,Multiple home,yes,20,87676,2
male,Middle school graduate,Fishing industry,Multiple home,yes,11,287793,3
female,Master's degree,Repair industry,Multiple home,no,9,259078,2
female,Middle school graduate,Broadcasting industry,Multiple home,yes,53,40744,1
female,Master's degree,Service industry,Multi-family home,yes,83,167314,3
male,Master's degree,Service industry,Multi-family home,no,17,243626,3
other,Bachelor's degree,Forestry,Officetel,no,55,521490,0
male,Middle school graduate,Maintenance industry,Multi-family home,yes,24,260831,3
female,Elementary school graduate,Wholesale industry,Apartment,no,76,144766,1
female,Bachelor's degree,Insurance industry,Single-family home,yes,12,452353,1
female,Bachelor's degree,Manufacturing industry,Officetel,yes,80,391334,2
other,Bachelor's degree,Manufacturing industry,Officetel,yes,73,222116,0
other,Master's degree,Forestry,Townhouse,yes,35,181348,2
male,Elementary school graduate,Wholesale industry,Multi-family home,yes,38,399845,0
other,Bachelor's degree,Finance industry,Multiple home,no,33,353517,2
male,Elementary school graduate,Service industry,Townhouse,no,62,175648,1
other,Elementary school graduate,Wholesale industry,Townhouse,yes,73,20737,3
female,Master's degree,Finance industry,Multiple home,yes,3,251268,1
other,Bachelor's degree,Manufacturing industry,Multi-family home,no,97,263034,2
male,Doctorate,Broadcasting industry,Multiple home,yes,76,64609,1
